時間,巢穴,活動區,出風口,風扇(%),狀態
2026/7/22 17:55:23,27.4,27.3,27.6,100,加熱
2026/7/22 17:55:24,27.4,27.3,27.6,100,加熱
2026/7/22 17:55:25,27.6,27.4,27.8,100,加熱
2026/7/22 17:55:26,27.6,27.4,27.8,100,加熱
2026/7/22 17:55:27,27.6,27.4,27.8,100,加熱
2026/7/22 17:55:28,27.6,27.4,27.8,100,加熱
2026/7/22 17:55:29,27.8,27.5,27.9,100,加熱
2026/7/22 17:55:30,27.8,27.5,27.9,100,加熱
2026/7/22 17:55:31,27.8,27.5,27.9,100,加熱
2026/7/22 17:55:32,27.8,27.5,27.9,100,加熱
2026/7/22 17:55:33,27.9,27.5,28.0,100,加熱
2026/7/22 17:55:34,27.9,27.5,28.0,100,加熱
2026/7/22 17:55:35,27.9,27.5,28.0,100,加熱
2026/7/22 17:55:36,27.9,27.5,28.0,100,加熱
2026/7/22 17:55:37,28.0,27.6,28.0,100,加熱
2026/7/22 17:55:38,28.0,27.6,28.0,100,加熱
2026/7/22 17:55:39,28.0,27.6,28.0,100,加熱
2026/7/22 17:55:40,28.0,27.6,28.0,100,加熱
2026/7/22 17:55:41,28.1,27.8,28.3,100,加熱
2026/7/22 17:55:42,28.1,27.8,28.3,100,加熱
2026/7/22 17:55:43,28.1,27.8,28.3,100,加熱
2026/7/22 17:55:44,28.1,27.8,28.3,100,加熱
2026/7/22 17:55:45,28.4,27.9,28.3,100,加熱
2026/7/22 17:55:46,28.4,27.9,28.3,100,加熱
2026/7/22 17:55:47,28.4,27.9,28.3,100,加熱
2026/7/22 17:55:48,28.4,27.9,28.3,100,加熱
2026/7/22 17:55:49,28.5,28.0,28.4,100,加熱
2026/7/22 17:55:50,28.5,28.0,28.4,100,加熱
2026/7/22 17:55:51,28.5,28.0,28.4,100,加熱
2026/7/22 17:55:52,28.5,28.0,28.4,100,加熱
2026/7/22 17:55:53,28.6,28.1,28.5,100,加熱
2026/7/22 17:55:54,28.6,28.1,28.5,100,加熱
2026/7/22 17:55:55,28.6,28.1,28.5,100,加熱
2026/7/22 17:55:56,28.6,28.1,28.5,100,加熱
2026/7/22 17:55:57,28.8,28.3,28.6,100,加熱
2026/7/22 17:55:58,28.8,28.3,28.6,100,加熱
2026/7/22 17:55:59,28.8,28.3,28.6,100,加熱
2026/7/22 17:56:00,28.8,28.3,28.6,100,加熱
2026/7/22 17:56:01,28.9,28.4,28.8,100,加熱
2026/7/22 17:56:02,28.9,28.4,28.8,100,加熱
2026/7/22 17:56:03,28.9,28.4,28.8,100,加熱
2026/7/22 17:56:04,28.9,28.4,28.8,100,加熱
2026/7/22 17:56:05,29.0,28.5,28.9,100,加熱
2026/7/22 17:56:06,29.0,28.5,28.9,100,加熱
2026/7/22 17:56:07,29.0,28.5,28.9,100,加熱
2026/7/22 17:56:08,29.0,28.5,28.9,100,加熱
2026/7/22 17:56:09,29.1,28.6,29.0,100,加熱
2026/7/22 17:56:10,29.1,28.6,29.0,100,加熱
2026/7/22 17:56:11,29.1,28.6,29.0,100,加熱
2026/7/22 17:56:12,29.1,28.6,29.0,100,加熱
2026/7/22 17:56:13,29.3,28.8,29.0,100,加熱
2026/7/22 17:56:14,29.3,28.8,29.0,100,加熱
2026/7/22 17:56:15,29.3,28.8,29.0,100,加熱
2026/7/22 17:56:16,29.3,28.8,29.0,100,加熱
2026/7/22 17:56:17,29.4,28.9,29.1,100,加熱
2026/7/22 17:56:18,29.4,28.9,29.1,100,加熱
2026/7/22 17:56:19,29.4,28.9,29.1,100,加熱
2026/7/22 17:56:20,29.4,28.9,29.1,100,加熱
2026/7/22 17:56:21,29.4,28.9,29.3,100,加熱
2026/7/22 17:56:22,29.4,28.9,29.3,100,加熱
2026/7/22 17:56:23,29.4,28.9,29.3,100,加熱
2026/7/22 17:56:24,29.4,28.9,29.3,100,加熱
2026/7/22 17:56:25,29.6,29.0,29.3,100,加熱
2026/7/22 17:56:26,29.6,29.0,29.3,100,加熱
2026/7/22 17:56:27,29.6,29.0,29.3,100,加熱
2026/7/22 17:56:28,29.6,29.0,29.3,100,加熱
2026/7/22 17:56:29,29.6,29.1,29.5,100,加熱
2026/7/22 17:56:30,29.6,29.1,29.5,100,加熱
2026/7/22 17:56:31,29.6,29.1,29.5,100,加熱
2026/7/22 17:56:32,29.6,29.1,29.5,100,加熱
2026/7/22 17:56:33,29.8,29.1,29.5,100,加熱
2026/7/22 17:56:34,29.8,29.1,29.5,100,加熱
2026/7/22 17:56:35,29.8,29.1,29.5,100,加熱
2026/7/22 17:56:36,29.8,29.1,29.5,100,加熱
2026/7/22 17:56:37,29.9,29.3,29.6,100,加熱
2026/7/22 17:56:38,29.9,29.3,29.6,100,加熱
2026/7/22 17:56:39,29.9,29.3,29.6,100,加熱
2026/7/22 17:56:40,29.9,29.3,29.6,100,加熱
2026/7/22 17:56:41,30.0,29.4,29.8,100,加熱
2026/7/22 17:56:42,30.0,29.4,29.8,100,加熱
2026/7/22 17:56:43,30.0,29.4,29.8,100,加熱
2026/7/22 17:56:44,30.0,29.4,29.8,100,加熱
2026/7/22 17:56:45,30.1,29.5,29.8,100,加熱
2026/7/22 17:56:46,30.1,29.5,29.8,100,加熱
2026/7/22 17:56:47,30.1,29.5,29.8,100,加熱
2026/7/22 17:56:48,30.1,29.5,29.8,100,加熱
2026/7/22 17:56:49,30.3,29.5,29.9,100,加熱
2026/7/22 17:56:50,30.3,29.5,29.9,100,加熱
2026/7/22 17:56:51,30.3,29.5,29.9,100,加熱
2026/7/22 17:56:52,30.3,29.5,29.9,100,加熱
2026/7/22 17:56:53,30.3,29.6,30.0,100,加熱
2026/7/22 17:56:54,30.3,29.6,30.0,100,加熱
2026/7/22 17:56:55,30.3,29.6,30.0,100,加熱
2026/7/22 17:56:56,30.3,29.6,30.0,100,加熱
2026/7/22 17:56:57,30.4,29.6,30.0,100,加熱
2026/7/22 17:56:58,30.4,29.6,30.0,100,加熱
2026/7/22 17:56:59,30.4,29.6,30.0,100,加熱
2026/7/22 17:57:00,30.4,29.6,30.0,100,加熱
2026/7/22 17:57:01,30.5,29.8,30.1,100,加熱
2026/7/22 17:57:02,30.5,29.8,30.1,100,加熱
2026/7/22 17:57:03,30.5,29.8,30.1,100,加熱
2026/7/22 17:57:04,30.5,29.8,30.1,100,加熱
2026/7/22 17:57:05,30.5,29.9,30.3,100,加熱
2026/7/22 17:57:06,30.5,29.9,30.3,100,加熱
2026/7/22 17:57:07,30.5,29.9,30.3,100,加熱
2026/7/22 17:57:08,30.5,29.9,30.3,100,加熱
2026/7/22 17:57:09,30.6,29.9,30.3,100,加熱
2026/7/22 17:57:10,30.6,29.9,30.3,100,加熱
2026/7/22 17:57:11,30.6,29.9,30.3,100,加熱
2026/7/22 17:57:12,30.6,29.9,30.3,100,加熱
2026/7/22 17:57:13,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:14,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:15,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:16,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:17,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:18,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:19,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:20,30.8,30.0,30.4,100,加熱
2026/7/22 17:57:21,30.9,30.1,30.5,100,加熱
2026/7/22 17:57:22,30.9,30.1,30.5,100,加熱
2026/7/22 17:57:23,30.9,30.1,30.5,100,加熱
2026/7/22 17:57:24,30.9,30.1,30.5,100,加熱
2026/7/22 17:57:25,30.9,30.1,30.6,100,加熱
2026/7/22 17:57:26,30.9,30.1,30.6,100,加熱
2026/7/22 17:57:27,30.9,30.1,30.6,100,加熱
2026/7/22 17:57:28,30.9,30.1,30.6,100,加熱
2026/7/22 17:57:29,31.0,30.3,30.6,100,加熱
2026/7/22 17:57:30,31.0,30.3,30.6,100,加熱
2026/7/22 17:57:31,31.0,30.3,30.6,100,加熱
2026/7/22 17:57:32,31.0,30.3,30.6,100,加熱
2026/7/22 17:57:33,31.0,30.3,30.8,100,加熱
2026/7/22 17:57:34,31.0,30.3,30.8,100,加熱
2026/7/22 17:57:35,31.0,30.3,30.8,100,加熱
2026/7/22 17:57:36,31.0,30.3,30.8,100,加熱
2026/7/22 17:57:37,31.1,30.4,30.8,100,加熱
2026/7/22 17:57:38,31.1,30.4,30.8,100,加熱
2026/7/22 17:57:39,31.1,30.4,30.8,100,加熱
2026/7/22 17:57:40,31.1,30.4,30.8,100,加熱
2026/7/22 17:57:41,31.3,30.4,30.8,100,加熱
2026/7/22 17:57:42,31.3,30.4,30.8,100,加熱
2026/7/22 17:57:43,31.3,30.4,30.8,100,加熱
2026/7/22 17:57:44,31.3,30.4,30.8,100,加熱
2026/7/22 17:57:45,31.3,30.5,30.9,100,加熱
2026/7/22 17:57:46,31.3,30.5,30.9,100,加熱
2026/7/22 17:57:47,31.3,30.5,30.9,100,加熱
2026/7/22 17:57:48,31.3,30.5,30.9,100,加熱
2026/7/22 17:57:49,31.4,30.5,31.0,100,加熱
2026/7/22 17:57:50,31.4,30.5,31.0,100,加熱
2026/7/22 17:57:51,31.4,30.5,31.0,100,加熱
2026/7/22 17:57:52,31.4,30.5,31.0,100,加熱
2026/7/22 17:57:53,31.4,30.6,31.0,100,加熱
2026/7/22 17:57:54,31.4,30.6,31.0,100,加熱
2026/7/22 17:57:55,31.4,30.6,31.0,100,加熱
2026/7/22 17:57:56,31.4,30.6,31.0,100,加熱
2026/7/22 17:57:57,31.5,30.6,31.1,100,加熱
2026/7/22 17:57:58,31.5,30.6,31.1,100,加熱
2026/7/22 17:57:59,31.5,30.6,31.1,100,加熱
2026/7/22 17:58:00,31.5,30.6,31.1,100,加熱
2026/7/22 17:58:01,31.5,30.8,31.1,100,加熱
2026/7/22 17:58:02,31.5,30.8,31.1,100,加熱
2026/7/22 17:58:03,31.5,30.8,31.1,100,加熱
2026/7/22 17:58:04,31.5,30.8,31.1,100,加熱
2026/7/22 17:58:05,31.6,30.8,31.3,100,加熱
2026/7/22 17:58:06,31.6,30.8,31.3,100,加熱
2026/7/22 17:58:07,31.6,30.8,31.3,100,加熱
2026/7/22 17:58:08,31.6,30.8,31.3,100,加熱
2026/7/22 17:58:09,31.6,30.9,31.3,100,加熱
2026/7/22 17:58:10,31.6,30.9,31.3,100,加熱
2026/7/22 17:58:11,31.6,30.9,31.3,100,加熱
2026/7/22 17:58:12,31.6,30.9,31.3,100,加熱
2026/7/22 17:58:13,31.8,30.9,31.3,100,加熱
2026/7/22 17:58:14,31.8,30.9,31.3,100,加熱
2026/7/22 17:58:15,31.8,30.9,31.3,100,加熱
2026/7/22 17:58:16,31.8,30.9,31.3,100,加熱
2026/7/22 17:58:17,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:18,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:19,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:20,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:21,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:22,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:23,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:24,31.8,31.0,31.4,100,加熱
2026/7/22 17:58:25,31.9,31.0,31.5,100,加熱
2026/7/22 17:58:26,31.9,31.0,31.5,100,加熱
2026/7/22 17:58:27,31.9,31.0,31.5,100,加熱
2026/7/22 17:58:28,31.9,31.0,31.5,100,加熱
2026/7/22 17:58:29,31.9,31.0,31.5,100,加熱
2026/7/22 17:58:30,31.9,31.0,31.5,0,維持
